speed,rpm,calculatedEngineload,ts
23,6000,19.99450549,2545432
32,6500,19.78021978,2546632
45,7000,19.56593407,2547832
56,7500,19.35164835,2549032
57,8000,19.13736264,2550232
38,8500,18.92307692,2551432
23,9000,18.70879121,2552632
23,3000,18.49450549,2553832
45,2000,18.28021978,2555032
3,4000,18.06593407,2556232
23,4000,17.85164835,2557432
34,4500,17.63736264,2558632
34,5000,17.42307692,2559832
45,5500,17.20879121,2561032
45,6000,16.99450549,2562232
4,6500,16.78021978,2563432
54,7000,16.56593407,2564632
54,7500,16.35164835,2565832
3,8000,16.13736264,2567032
43,8500,15.92307692,2568232
3,9000,15.70879121,2569432
42,3000,15.49450549,2570632
23,2000,15.28021978,2571832
32,4000,15.06593407,2573032
45,4000,14.85164835,2574232
56,3000,14.63736264,2575432
57,2000,14.42307692,2576632
38,4000,14.20879121,2577832
23,4000,17,2579032
23,4500,18,2580232
45,5000,19,2581432
3,5500,20,2582632
23,6000,21.43113553,2583832
34,6500,22.6670853,2585032
34,7000,23.90303506,2586232
45,7500,25.13898482,2587432
45,8000,26.37493459,2588632
4,8500,27.61088435,2589832
54,9000,28.84683412,2591032
54,3000,30.08278388,2592232
3,2000,31.31873365,2593432
43,4000,20,2594632
3,4000,23,2595832
42,4500,23,2597032
23,5000,25,2598232
32,5500,25,2599432
45,6000,15,2600632
56,6500,25,2601832
57,7000,25,2603032
38,7500,28,2604232
23,8000,14,2605432
23,8500,24,2606632
45,9000,19,2607832
3,3000,19,2609032
23,2000,20.42307692,2610232
34,4000,20.20879121,2611432
34,4000,19.99450549,2612632
45,4500,19.78021978,2613832
45,5000,19.56593407,2615032
4,5500,19.35164835,2616232
54,6000,19.13736264,2617432
54,6500,18.92307692,2618632
3,7000,18.70879121,2619832
43,7500,18.49450549,2621032
3,8000,18.28021978,2622232
42,8500,18.06593407,2623432
23,9000,17.85164835,2624632
32,3000,17.63736264,2625832
45,2000,17.42307692,2627032
56,4000,17.20879121,2628232
57,4000,16.99450549,2629432
38,4500,16.78021978,2630632
23,5000,16.56593407,2631832
23,5500,16.35164835,2633032
45,6000,16.13736264,2634232
3,6500,15.92307692,2635432
23,7000,15.70879121,2636632
34,7500,15.49450549,2637832
34,8000,15.28021978,2639032
45,8500,15.06593407,2640232
45,9000,14.85164835,2641432
4,3000,14.63736264,2642632
54,2000,14.42307692,2643832
54,4000,14.20879121,2645032
3,4000,17,2646232
43,4500,18,2647432
3,5000,19,2648632
42,5500,20,2649832
23,6000,21.43113553,2651032
32,6500,22.6670853,2652232
45,7000,23.90303506,2653432
56,7500,25.13898482,2654632
57,8000,26.37493459,2655832
38,8500,27.61088435,2657032
23,9000,28.84683412,2658232
23,3000,30.08278388,2659432
45,2000,31.31873365,2660632
3,4000,20,2661832
23,4000,23,2663032
34,4500,23,2664232
34,5000,25,2665432
45,5500,25,2666632
45,6000,15,2667832
4,6500,25,2669032
54,7000,25,2670232
54,7500,28,2671432
3,8000,14,2672632
43,8500,24,2673832
3,9000,19,2675032
42,3000,19,2676232
23,2000,20.42307692,2677432
32,4000,20.20879121,2678632
45,4000,19.99450549,2679832
56,3000,19.78021978,2681032
57,2000,19.56593407,2682232
38,4000,19.35164835,2683432
23,4000,19.13736264,2684632
23,4500,18.92307692,2685832
45,5000,18.70879121,2687032
3,5500,18.49450549,2688232
23,6000,18.28021978,2689432
34,6500,18.06593407,2690632
34,7000,17.85164835,2691832
45,7500,17.63736264,2693032
45,8000,17.42307692,2694232
4,8500,17.20879121,2695432
54,9000,16.99450549,2696632
54,3000,16.78021978,2697832
3,2000,16.56593407,2699032
43,4000,16.35164835,2700232
3,4000,16.13736264,2701432
42,4500,15.92307692,2702632
23,5000,15.70879121,2703832
32,5500,15.49450549,2705032
45,6000,15.28021978,2706232
56,6500,15.06593407,2707432
57,7000,14.85164835,2708632
38,7500,14.63736264,2709832
23,8000,14.42307692,2711032
23,8500,14.20879121,2712232
45,9000,17,2713432
3,3000,18,2714632
23,2000,19,2715832
34,4000,20,2717032
34,4000,21.43113553,2718232
45,4500,22.6670853,2719432
45,5000,23.90303506,2720632
4,5500,25.13898482,2721832
54,6000,26.37493459,2723032
54,6500,27.61088435,2724232
3,7000,28.84683412,2725432
43,7500,30.08278388,2726632
3,8000,31.31873365,2727832
42,8500,20,2729032
23,9000,23,2730232
32,3000,23,2731432
45,2000,25,2732632
56,4000,25,2733832
57,4000,15,2735032
38,4500,25,2736232
23,5000,25,2737432
23,5500,28,2738632
45,6000,14,2739832
3,6500,24,2741032
23,7000,19,2742232
34,7500,19,2743432
34,8000,20.42307692,2744632
45,8500,20.20879121,2745832
45,9000,19.99450549,2747032
4,3000,19.78021978,2748232
54,2000,19.56593407,2749432
54,4000,19.35164835,2750632
3,4000,19.13736264,2751832
43,4500,18.92307692,2753032
3,5000,18.70879121,2754232
42,5500,18.49450549,2755432
23,6000,18.28021978,2756632
32,6500,18.06593407,2757832
45,7000,17.85164835,2759032
56,7500,17.63736264,2760232
57,8000,17.42307692,2761432
38,8500,17.20879121,2762632
23,9000,16.99450549,2763832
23,3000,16.78021978,2765032
45,2000,16.56593407,2766232
3,4000,16.35164835,2767432
23,4000,16.13736264,2768632
34,4500,15.92307692,2769832
34,5000,15.70879121,2771032
45,5500,15.49450549,2772232
45,6000,15.28021978,2773432
4,6500,15.06593407,2774632
54,7000,14.85164835,2775832
54,7500,14.63736264,2777032
3,8000,14.42307692,2778232
43,8500,14.20879121,2779432
3,9000,17,2780632
42,3000,18,2781832
23,2000,19,2783032
32,4000,20,2784232
45,4000,21.43113553,2785432
56,3000,22.6670853,2786632
57,2000,23.90303506,2787832
38,4000,25.13898482,2789032
23,4000,26.37493459,2790232
23,4500,27.61088435,2791432
45,5000,28.84683412,2792632
3,5500,30.08278388,2793832
23,6000,31.31873365,2795032
34,6500,20,2796232
34,7000,23,2797432
45,7500,23,2798632
45,8000,25,2799832
4,8500,25,2801032
54,9000,15,2802232
54,3000,25,2803432
3,2000,25,2804632
43,4000,28,2805832
3,4000,14,2807032
42,4500,24,2808232
23,5000,19,2809432
32,5500,19,2810632
45,6000,20.42307692,2811832
56,6500,20.20879121,2813032
57,7000,19.99450549,2814232
38,7500,19.78021978,2815432
23,8000,19.56593407,2816632
23,8500,19.35164835,2817832
45,9000,19.13736264,2819032
3,3000,18.92307692,2820232
23,2000,18.70879121,2821432
34,4000,18.49450549,2822632
34,4000,18.28021978,2823832
45,4500,18.06593407,2825032
45,5000,17.85164835,2826232
4,5500,17.63736264,2827432
54,6000,17.42307692,2828632
54,6500,17.20879121,2829832
3,7000,16.99450549,2831032
43,7500,16.78021978,2832232
3,8000,16.56593407,2833432
42,8500,16.35164835,2834632
23,9000,16.13736264,2835832
32,3000,15.92307692,2837032
45,2000,15.70879121,2838232
56,4000,15.49450549,2839432
57,4000,15.28021978,2840632
38,4500,15.06593407,2841832
23,5000,14.85164835,2843032
23,5500,14.63736264,2844232
45,6000,14.42307692,2845432
3,6500,14.20879121,2846632
23,7000,17,2847832
34,7500,18,2849032
34,8000,19,2850232
45,8500,20,2851432
45,9000,21.43113553,2852632
4,3000,22.6670853,2853832
54,2000,23.90303506,2855032
54,4000,25.13898482,2856232
3,4000,26.37493459,2857432
43,4500,27.61088435,2858632
3,5000,28.84683412,2859832
42,5500,30.08278388,2861032
23,6000,31.31873365,2862232
32,6500,20,2863432
45,7000,23,2864632
56,7500,23,2865832
57,8000,25,2867032
38,8500,25,2868232
23,9000,15,2869432
23,3000,25,2870632
45,2000,25,2871832
3,4000,28,2873032
23,4000,14,2874232
34,4500,24,2875432
34,5000,19,2876632
45,5500,19,2877832
45,6000,20.42307692,2879032
4,6500,20.20879121,2880232
54,7000,19.99450549,2881432
54,7500,19.78021978,2882632
3,8000,19.56593407,2883832
43,8500,19.35164835,2885032
3,9000,19.13736264,2886232
42,3000,18.92307692,2887432
23,2000,18.70879121,2888632
32,4000,18.49450549,2889832
45,4000,18.28021978,2891032
56,3000,18.06593407,2892232
57,2000,17.85164835,2893432
38,4000,17.63736264,2894632
23,4000,17.42307692,2895832
23,4500,17.20879121,2897032
45,5000,16.99450549,2898232
3,5500,16.78021978,2899432
23,6000,16.56593407,2900632
34,6500,16.35164835,2901832
34,7000,16.13736264,2903032
45,7500,15.92307692,2904232
45,8000,15.70879121,2905432
4,8500,15.49450549,2906632
54,9000,15.28021978,2907832
54,3000,15.06593407,2909032
3,2000,14.85164835,2910232
43,4000,14.63736264,2911432
3,4000,14.42307692,2912632
42,4500,14.20879121,2913832
23,5000,17,2915032
32,5500,18,2916232
45,6000,19,2917432
56,6500,20,2918632
57,7000,21.43113553,2919832
38,7500,22.6670853,2921032
23,8000,23.90303506,2922232
23,8500,25.13898482,2923432
45,9000,26.37493459,2924632
3,3000,27.61088435,2925832
23,2000,28.84683412,2927032
34,4000,30.08278388,2928232
34,4000,31.31873365,2929432
45,4500,20,2930632
45,5000,23,2931832
4,5500,23,2933032
54,6000,25,2934232
54,6500,25,2935432
3,7000,15,2936632
43,7500,25,2937832
3,8000,25,2939032
42,8500,28,2940232
23,9000,14,2941432
32,3000,24,2942632
45,2000,19,2943832
56,4000,19,2945032
57,4000,20.42307692,2946232
38,4500,20.20879121,2947432
23,5000,19.99450549,2948632
23,5500,19.78021978,2949832
45,6000,19.56593407,2951032
3,6500,19.35164835,2952232
23,7000,19.13736264,2953432
34,7500,18.92307692,2954632
34,8000,18.70879121,2955832
45,8500,18.49450549,2957032
45,9000,18.28021978,2958232
4,3000,18.06593407,2959432
54,2000,17.85164835,2960632
54,4000,17.63736264,2961832
3,4000,17.42307692,2963032
43,4500,17.20879121,2964232
3,5000,16.99450549,2965432
42,5500,16.78021978,2966632
23,6000,16.56593407,2967832
32,6500,16.35164835,2969032
45,7000,16.13736264,2970232
56,7500,15.92307692,2971432
57,8000,15.70879121,2972632
38,8500,15.49450549,2973832
23,9000,15.28021978,2975032
23,3000,15.06593407,2976232
45,2000,14.85164835,2977432
3,4000,14.63736264,2978632
23,4000,14.42307692,2979832
34,4500,14.20879121,2981032
34,5000,17,2982232
45,5500,18,2983432
45,6000,19,2984632
4,6500,20,2985832
54,7000,21.43113553,2987032
54,7500,22.6670853,2988232
3,8000,23.90303506,2989432
43,8500,25.13898482,2990632
3,9000,26.37493459,2991832
42,3000,27.61088435,2993032
23,2000,28.84683412,2994232
32,4000,30.08278388,2995432
45,4000,31.31873365,2996632
56,3000,20,2997832
57,2000,23,2999032
38,4000,23,3000232
23,4000,25,3001432
23,4500,25,3002632
45,5000,15,3003832
3,5500,25,3005032
23,6000,25,3006232
34,6500,28,3007432
34,7000,14,3008632
45,7500,24,3009832
45,8000,19,3011032
4,8500,19,3012232
54,9000,20.42307692,3013432
54,3000,20.20879121,3014632
3,2000,19.99450549,3015832
43,4000,19.78021978,3017032
3,4000,19.56593407,3018232
42,4500,19.35164835,3019432
23,5000,19.13736264,3020632
32,5500,18.92307692,3021832
45,6000,18.70879121,3023032
56,6500,18.49450549,3024232
57,7000,18.28021978,3025432
38,7500,18.06593407,3026632
23,8000,17.85164835,3027832
23,8500,17.63736264,3029032
45,9000,17.42307692,3030232
3,3000,17.20879121,3031432
23,2000,16.99450549,3032632
34,4000,16.78021978,3033832
34,4000,16.56593407,3035032
45,4500,16.35164835,3036232
45,5000,16.13736264,3037432
4,5500,15.92307692,3038632
54,6000,15.70879121,3039832
54,6500,15.49450549,3041032
3,7000,15.28021978,3042232
43,7500,15.06593407,3043432
3,8000,14.85164835,3044632
42,8500,14.63736264,3045832
23,9000,14.42307692,3047032
32,3000,14.20879121,3048232
45,2000,17,3049432
56,4000,18,3050632
57,4000,19,3051832
38,4500,20,3053032
23,5000,21.43113553,3054232
23,5500,22.6670853,3055432
45,6000,23.90303506,3056632
3,6500,25.13898482,3057832
23,7000,26.37493459,3059032
34,7500,27.61088435,3060232
34,8000,28.84683412,3061432
45,8500,30.08278388,3062632
45,9000,31.31873365,3063832
4,3000,20,3065032
54,2000,23,3066232
54,4000,23,3067432
3,4000,25,3068632
43,4500,25,3069832
3,5000,15,3071032
42,5500,25,3072232
23,6000,25,3073432
32,6500,28,3074632
45,7000,14,3075832
56,7500,24,3077032
57,8000,19,3078232
38,8500,19,3079432
23,9000,20.42307692,3080632
23,3000,20.20879121,3081832
45,2000,19.99450549,3083032
3,4000,19.78021978,3084232
23,4000,19.56593407,3085432
34,4500,19.35164835,3086632
34,5000,19.13736264,3087832
45,5500,18.92307692,3089032
45,6000,18.70879121,3090232
4,6500,18.49450549,3091432
54,7000,18.28021978,3092632
54,7500,18.06593407,3093832
3,8000,17.85164835,3095032
43,8500,17.63736264,3096232
3,9000,17.42307692,3097432
42,3000,17.20879121,3098632
23,2000,16.99450549,3099832
32,4000,16.78021978,3101032
45,4000,16.56593407,3102232
56,3000,16.35164835,3103432
57,2000,16.13736264,3104632
38,4000,15.92307692,3105832
23,4000,15.70879121,3107032
23,4500,15.49450549,3108232
45,5000,15.28021978,3109432
3,5500,15.06593407,3110632
23,6000,14.85164835,3111832
34,6500,14.63736264,3113032
34,7000,14.42307692,3114232
45,7500,14.20879121,3115432
45,8000,17,3116632
4,8500,18,3117832
54,9000,19,3119032
54,3000,20,3120232
3,2000,21.43113553,3121432
43,4000,22.6670853,3122632
3,4000,23.90303506,3123832
42,4500,25.13898482,3125032
23,5000,26.37493459,3126232
32,5500,27.61088435,3127432
45,6000,28.84683412,3128632
56,6500,30.08278388,3129832
57,7000,31.31873365,3131032
38,7500,20,3132232
23,8000,23,3133432
23,8500,23,3134632
45,9000,25,3135832
3,3000,25,3137032
23,2000,15,3138232
34,4000,25,3139432
34,4000,25,3140632
45,4500,28,3141832
45,5000,14,3143032
4,5500,24,3144232
54,6000,19,3145432
54,6500,19,3146632
3,7000,20.42307692,3147832
43,7500,20.20879121,3149032
3,8000,19.99450549,3150232
42,8500,19.78021978,3151432
23,9000,19.56593407,3152632
32,3000,19.35164835,3153832
45,2000,19.13736264,3155032
56,4000,18.92307692,3156232
57,4000,18.70879121,3157432
38,4500,18.49450549,3158632
23,5000,18.28021978,3159832
23,5500,18.06593407,3161032
45,6000,17.85164835,3162232
3,6500,17.63736264,3163432
23,7000,17.42307692,3164632
34,7500,17.20879121,3165832
34,8000,16.99450549,3167032
45,8500,16.78021978,3168232
45,9000,16.56593407,3169432
4,3000,16.35164835,3170632
54,2000,16.13736264,3171832
54,4000,15.92307692,3173032
3,4000,15.70879121,3174232
43,4500,15.49450549,3175432
3,5000,15.28021978,3176632
42,5500,15.06593407,3177832
23,6000,14.85164835,3179032
32,6500,14.63736264,3180232
45,7000,14.42307692,3181432
56,7500,14.20879121,3182632
57,8000,17,3183832
38,8500,18,3185032
23,9000,19,3186232
23,3000,20,3187432
45,2000,21.43113553,3188632
3,4000,22.6670853,3189832
23,4000,23.90303506,3191032
34,4500,25.13898482,3192232
34,5000,26.37493459,3193432
45,5500,27.61088435,3194632
45,6000,28.84683412,3195832
4,6500,30.08278388,3197032
54,7000,31.31873365,3198232
54,7500,20,3199432
3,8000,23,3200632
43,8500,23,3201832
3,9000,25,3203032
42,3000,25,3204232
23,2000,15,3205432
32,4000,25,3206632
45,4000,25,3207832
56,3000,28,3209032
57,2000,14,3210232
38,4000,24,3211432
23,4000,19,3212632
23,4500,19,3213832
45,5000,20.42307692,3215032
3,5500,20.20879121,3216232
23,6000,19.99450549,3217432
34,6500,19.78021978,3218632
34,7000,19.56593407,3219832
45,7500,19.35164835,3221032
45,8000,19.13736264,3222232
4,8500,18.92307692,3223432
54,9000,18.70879121,3224632
54,3000,18.49450549,3225832
3,2000,18.28021978,3227032
43,4000,18.06593407,3228232
3,4000,17.85164835,3229432
42,4500,17.63736264,3230632
23,5000,17.42307692,3231832
32,5500,17.20879121,3233032
45,6000,16.99450549,3234232
56,6500,16.78021978,3235432
57,7000,16.56593407,3236632
38,7500,16.35164835,3237832
23,8000,16.13736264,3239032
23,8500,15.92307692,3240232
45,9000,15.70879121,3241432
3,3000,15.49450549,3242632
23,2000,15.28021978,3243832
34,4000,15.06593407,3245032
34,4000,14.85164835,3246232
45,4500,14.63736264,3247432
45,5000,14.42307692,3248632
4,5500,14.20879121,3249832
54,6000,17,3251032
54,6500,18,3252232
3,7000,19,3253432
43,7500,20,3254632
3,8000,21.43113553,3255832
42,8500,22.6670853,3257032
23,9000,23.90303506,3258232
32,3000,25.13898482,3259432
45,2000,26.37493459,3260632
56,4000,27.61088435,3261832
57,4000,28.84683412,3263032
38,4500,30.08278388,3264232
23,5000,31.31873365,3265432
23,5500,20,3266632
45,6000,23,3267832
3,6500,23,3269032
23,7000,25,3270232
34,7500,25,3271432
34,8000,15,3272632
45,8500,25,3273832
45,9000,25,3275032
4,3000,28,3276232
54,2000,14,3277432
54,4000,24,3278632
3,4000,19,3279832
43,4500,19,3281032
3,5000,20.42307692,3282232
42,5500,20.20879121,3283432
23,6000,19.99450549,3284632
32,6500,19.78021978,3285832
45,7000,19.56593407,3287032
56,7500,19.35164835,3288232
57,8000,19.13736264,3289432
38,8500,18.92307692,3290632
23,9000,18.70879121,3291832
23,3000,18.49450549,3293032
45,2000,18.28021978,3294232
3,4000,18.06593407,3295432
23,4000,17.85164835,3296632
34,4500,17.63736264,3297832
34,5000,17.42307692,3299032
45,5500,17.20879121,3300232
45,6000,16.99450549,3301432
4,6500,16.78021978,3302632
54,7000,16.56593407,3303832
54,7500,16.35164835,3305032
3,8000,16.13736264,3306232
43,8500,15.92307692,3307432
3,9000,15.70879121,3308632
42,3000,15.49450549,3309832
23,2000,15.28021978,3311032
32,4000,15.06593407,3312232
45,4000,14.85164835,3313432
56,3000,14.63736264,3314632
57,2000,14.42307692,3315832
38,4000,14.20879121,3317032
23,4000,17,3318232
23,4500,18,3319432
45,5000,19,3320632
3,5500,20,3321832
23,6000,21.43113553,3323032
34,6500,22.6670853,3324232
34,7000,23.90303506,3325432
45,7500,25.13898482,3326632
45,8000,26.37493459,3327832
4,8500,27.61088435,3329032
54,9000,28.84683412,3330232
54,3000,30.08278388,3331432
3,2000,31.31873365,3332632
43,4000,20,3333832
3,4000,23,3335032
42,4500,23,3336232
23,5000,25,3337432
32,5500,25,3338632
45,6000,15,3339832
56,6500,25,3341032
57,7000,25,3342232
38,7500,28,3343432
23,8000,14,3344632
23,8500,24,3345832
45,9000,19,3347032
3,3000,19,3348232
23,2000,20.42307692,3349432
34,4000,20.20879121,3350632
34,4000,19.99450549,3351832
45,4500,19.78021978,3353032
45,5000,19.56593407,3354232
4,5500,19.35164835,3355432
54,6000,19.13736264,3356632
54,6500,18.92307692,3357832
3,7000,18.70879121,3359032
43,7500,18.49450549,3360232
3,8000,18.28021978,3361432
42,8500,18.06593407,3362632
23,9000,17.85164835,3363832
32,3000,17.63736264,3365032
45,2000,17.42307692,3366232
56,4000,17.20879121,3367432
57,4000,16.99450549,3368632
38,4500,16.78021978,3369832
23,5000,16.56593407,3371032
23,5500,16.35164835,3372232
45,6000,16.13736264,3373432
3,6500,15.92307692,3374632
23,7000,15.70879121,3375832
34,7500,15.49450549,3377032
34,8000,15.28021978,3378232
45,8500,15.06593407,3379432
45,9000,14.85164835,3380632
4,3000,14.63736264,3381832
54,2000,14.42307692,3383032
54,4000,14.20879121,3384232
3,4000,17,3385432
43,4500,18,3386632
3,5000,19,3387832
42,5500,20,3389032
23,6000,21.43113553,3390232
32,6500,22.6670853,3391432
45,7000,23.90303506,3392632
56,7500,25.13898482,3393832
57,8000,26.37493459,3395032
38,8500,27.61088435,3396232
23,9000,28.84683412,3397432
23,3000,30.08278388,3398632
45,2000,31.31873365,3399832
3,4000,20,3401032
23,4000,23,3402232
34,4500,23,3403432
34,5000,25,3404632
45,5500,25,3405832
45,6000,15,3407032
4,6500,25,3408232
54,7000,25,3409432
54,7500,28,3410632
3,8000,14,3411832
43,8500,24,3413032
3,9000,19,3414232
42,3000,19,3415432
23,2000,20.42307692,3416632
32,4000,20.20879121,3417832
45,4000,19.99450549,3419032
56,3000,19.78021978,3420232
57,2000,19.56593407,3421432
38,4000,19.35164835,3422632
23,4000,19.13736264,3423832
23,4500,18.92307692,3425032
45,5000,18.70879121,3426232
3,5500,18.49450549,3427432
23,6000,18.28021978,3428632
34,6500,18.06593407,3429832
34,7000,17.85164835,3431032
45,7500,17.63736264,3432232
45,8000,17.42307692,3433432
4,8500,17.20879121,3434632
54,9000,16.99450549,3435832
54,3000,16.78021978,3437032
3,2000,16.56593407,3438232
43,4000,16.35164835,3439432
3,4000,16.13736264,3440632
42,4500,15.92307692,3441832
23,5000,15.70879121,3443032
32,5500,15.49450549,3444232
45,6000,15.28021978,3445432
56,6500,15.06593407,3446632
57,7000,14.85164835,3447832
38,7500,14.63736264,3449032
23,8000,14.42307692,3450232
23,8500,14.20879121,3451432
45,9000,17,3452632
3,3000,18,3453832
23,2000,19,3455032
34,4000,20,3456232
34,4000,21.43113553,3457432
45,4500,22.6670853,3458632
45,5000,23.90303506,3459832
4,5500,25.13898482,3461032
54,6000,26.37493459,3462232
54,6500,27.61088435,3463432
3,7000,28.84683412,3464632
43,7500,30.08278388,3465832
3,8000,31.31873365,3467032
42,8500,20,3468232
23,9000,23,3469432
32,3000,23,3470632
45,2000,25,3471832
56,4000,25,3473032
57,4000,15,3474232
38,4500,25,3475432
23,5000,25,3476632
23,5500,28,3477832
45,6000,14,3479032
3,6500,24,3480232
23,7000,19,3481432
34,7500,19,3482632
34,8000,20.42307692,3483832
45,8500,20.20879121,3485032
45,9000,19.99450549,3486232
4,3000,19.78021978,3487432
54,2000,19.56593407,3488632
54,4000,19.35164835,3489832
3,4000,19.13736264,3491032
43,4500,18.92307692,3492232
3,5000,18.70879121,3493432
42,5500,18.49450549,3494632
23,6000,18.28021978,3495832
32,6500,18.06593407,3497032
45,7000,17.85164835,3498232
56,7500,17.63736264,3499432
57,8000,17.42307692,3500632
38,8500,17.20879121,3501832
23,9000,16.99450549,3503032
23,3000,16.78021978,3504232
45,2000,16.56593407,3505432
3,4000,16.35164835,3506632
23,4000,16.13736264,3507832
34,4500,15.92307692,3509032
34,5000,15.70879121,3510232
45,5500,15.49450549,3511432
45,6000,15.28021978,3512632
4,6500,15.06593407,3513832
54,7000,14.85164835,3515032
54,7500,14.63736264,3516232
3,8000,14.42307692,3517432
43,8500,14.20879121,3518632
3,9000,17,3519832
42,3000,18,3521032
23,2000,19,3522232
32,4000,20,3523432
45,4000,21.43113553,3524632
56,3000,22.6670853,3525832
57,2000,23.90303506,3527032
38,4000,25.13898482,3528232
23,4000,26.37493459,3529432
23,4500,27.61088435,3530632
45,5000,28.84683412,3531832
3,5500,30.08278388,3533032
23,6000,31.31873365,3534232
34,6500,20,3535432
34,7000,23,3536632
45,7500,23,3537832
45,8000,25,3539032
4,8500,25,3540232
54,9000,15,3541432
54,3000,25,3542632
3,2000,25,3543832
43,4000,28,3545032
3,4000,14,3546232
42,4500,24,3547432
23,5000,19,3548632
32,5500,19,3549832
45,6000,20.42307692,3551032
56,6500,20.20879121,3552232
57,7000,19.99450549,3553432
38,7500,19.78021978,3554632
23,8000,19.56593407,3555832
23,8500,19.35164835,3557032
45,9000,19.13736264,3558232
3,3000,18.92307692,3559432
23,2000,18.70879121,3560632
34,4000,18.49450549,3561832
34,4000,18.28021978,3563032
45,4500,18.06593407,3564232
45,5000,17.85164835,3565432
4,5500,17.63736264,3566632
54,6000,17.42307692,3567832
54,6500,17.20879121,3569032
3,7000,16.99450549,3570232
43,7500,16.78021978,3571432
3,8000,16.56593407,3572632
42,8500,16.35164835,3573832
23,9000,16.13736264,3575032
32,3000,15.92307692,3576232
45,2000,15.70879121,3577432
56,4000,15.49450549,3578632
57,4000,15.28021978,3579832
38,4500,15.06593407,3581032
23,5000,14.85164835,3582232
23,5500,14.63736264,3583432
45,6000,14.42307692,3584632
3,6500,14.20879121,3585832
23,7000,17,3587032
34,7500,18,3588232
34,8000,19,3589432
45,8500,20,3590632
45,9000,21.43113553,3591832
4,3000,22.6670853,3593032
54,2000,23.90303506,3594232
54,4000,25.13898482,3595432
3,4000,26.37493459,3596632
43,4500,27.61088435,3597832
3,5000,28.84683412,3599032
42,5500,30.08278388,3600232
23,6000,31.31873365,3601432
32,6500,20,3602632
45,7000,23,3603832
56,7500,23,3605032
57,8000,25,3606232
38,8500,25,3607432
23,9000,15,3608632
23,3000,25,3609832
45,2000,25,3611032
3,4000,28,3612232
23,4000,14,3613432
34,4500,24,3614632
34,5000,19,3615832
45,5500,19,3617032
45,6000,20.42307692,3618232
4,6500,20.20879121,3619432
54,7000,19.99450549,3620632
54,7500,19.78021978,3621832
3,8000,19.56593407,3623032
43,8500,19.35164835,3624232
3,9000,19.13736264,3625432
42,3000,18.92307692,3626632
23,2000,18.70879121,3627832
32,4000,18.49450549,3629032
45,4000,18.28021978,3630232
56,3000,18.06593407,3631432
57,2000,17.85164835,3632632
38,4000,17.63736264,3633832
23,4000,17.42307692,3635032
23,4500,17.20879121,3636232
45,5000,16.99450549,3637432
3,5500,16.78021978,3638632
23,6000,16.56593407,3639832
34,6500,16.35164835,3641032
34,7000,16.13736264,3642232
45,7500,15.92307692,3643432
45,8000,15.70879121,3644632
4,8500,15.49450549,3645832
54,9000,15.28021978,3647032
54,3000,15.06593407,3648232
3,2000,14.85164835,3649432
43,4000,14.63736264,3650632
3,4000,14.42307692,3651832
42,4500,14.20879121,3653032
23,5000,17,3654232
32,5500,18,3655432
45,6000,19,3656632
56,6500,20,3657832
57,7000,21.43113553,3659032
38,7500,22.6670853,3660232
23,8000,23.90303506,3661432
23,8500,25.13898482,3662632
45,9000,26.37493459,3663832
3,3000,27.61088435,3665032
23,2000,28.84683412,3666232
34,4000,30.08278388,3667432
34,4000,31.31873365,3668632
45,4500,20,3669832
45,5000,23,3671032
4,5500,23,3672232
54,6000,25,3673432
54,6500,25,3674632
3,7000,15,3675832
43,7500,25,3677032
3,8000,25,3678232
42,8500,28,3679432
23,9000,14,3680632
32,3000,24,3681832
45,2000,19,3683032
56,4000,19,3684232
57,4000,20.42307692,3685432
38,4500,20.20879121,3686632
23,5000,19.99450549,3687832
23,5500,19.78021978,3689032
45,6000,19.56593407,3690232
3,6500,19.35164835,3691432
23,7000,19.13736264,3692632
34,7500,18.92307692,3693832
34,8000,18.70879121,3695032
45,8500,18.49450549,3696232
45,9000,18.28021978,3697432
4,3000,18.06593407,3698632
54,2000,17.85164835,3699832
54,4000,17.63736264,3701032
3,4000,17.42307692,3702232
43,4500,17.20879121,3703432
3,5000,16.99450549,3704632
42,5500,16.78021978,3705832
23,6000,16.56593407,3707032
32,6500,16.35164835,3708232
45,7000,16.13736264,3709432
56,7500,15.92307692,3710632
57,8000,15.70879121,3711832
38,8500,15.49450549,3713032
23,9000,15.28021978,3714232
23,3000,15.06593407,3715432
45,2000,14.85164835,3716632
3,4000,14.63736264,3717832
23,4000,14.42307692,3719032
34,4500,14.20879121,3720232
34,5000,17,3721432
45,5500,18,3722632
45,6000,19,3723832
4,6500,20,3725032
54,7000,21.43113553,3726232
54,7500,22.6670853,3727432
3,8000,23.90303506,3728632
43,8500,25.13898482,3729832
3,9000,26.37493459,3731032
42,3000,27.61088435,3732232
23,2000,28.84683412,3733432
32,4000,30.08278388,3734632
45,4000,31.31873365,3735832
56,3000,20,3737032
57,2000,23,3738232
38,4000,23,3739432
23,4000,25,3740632
23,4500,25,3741832
45,5000,15,3743032
3,5500,25,3744232
23,6000,25,3745432
34,6500,28,3746632
34,7000,14,3747832
45,7500,24,3749032
45,8000,19,3750232
4,8500,19,3751432
54,9000,20.42307692,3752632
54,3000,20.20879121,3753832
3,2000,19.99450549,3755032
43,4000,19.78021978,3756232
3,4000,19.56593407,3757432
42,4500,19.35164835,3758632
23,5000,19.13736264,3759832
