timestamp,speed,rpm,calculatedEngineload
1462539437777,45,7500,15.92307692
1462539437837,45,8000,15.70879121
1462539437897,4,8500,15.49450549
1462539437957,54,9000,15.28021978
1462539438017,54,3000,15.06593407
1462539438077,3,2000,14.85164835
1462539438137,43,4000,14.63736264
1462539438197,3,4000,14.42307692
1462539438257,42,4500,14.20879121
1462539438317,23,5000,17
1462539438377,32,5500,18
1462539438437,45,6000,19
1462539438497,56,6500,20
1462539438557,57,7000,21.43113553
1462539438617,38,7500,22.6670853
1462539438677,23,8000,23.90303506
1462539438737,23,8500,25.13898482
1462539438797,45,9000,26.37493459
1462539438857,3,3000,27.61088435
1462539438917,23,2000,28.84683412
1462539438977,34,4000,30.08278388
1462539439037,34,4000,31.31873365
1462539439097,45,4500,20
1462539439157,45,5000,23
1462539439217,4,5500,23
1462539439277,54,6000,25
1462539439337,54,6500,25
1462539439397,3,7000,15
1462539439457,43,7500,25
1462539439517,3,8000,25
1462539439577,42,8500,28
1462539439637,23,9000,14
1462539439697,32,3000,24
1462539439757,45,2000,19
1462539439817,56,4000,19
1462539439877,57,4000,20.42307692
1462539439937,38,4500,20.20879121
1462539439997,23,5000,19.99450549
1462539440057,23,5500,19.78021978
1462539440117,45,6000,19.56593407
1462539440177,3,6500,19.35164835
1462539440237,23,7000,19.13736264
1462539440297,34,7500,18.92307692
1462539440357,34,8000,18.70879121
1462539440417,45,8500,18.49450549
1462539440477,45,9000,18.28021978
1462539440537,4,3000,18.06593407
1462539440597,54,2000,17.85164835
1462539440657,54,4000,17.63736264
1462539440717,3,4000,17.42307692
1462539440777,43,4500,17.20879121
1462539440837,3,5000,16.99450549
1462539440897,42,5500,16.78021978
1462539440957,23,6000,16.56593407
1462539441017,32,6500,16.35164835
1462539441077,45,7000,16.13736264
1462539441137,56,7500,15.92307692
1462539441197,57,8000,15.70879121
1462539441257,38,8500,15.49450549
1462539441317,23,9000,15.28021978
1462539441377,23,3000,15.06593407
1462539441437,45,2000,14.85164835
1462539441497,3,4000,14.63736264
1462539441557,23,4000,14.42307692
1462539441617,34,4500,14.20879121
1462539441677,34,5000,17
1462539441737,45,5500,18
1462539441797,45,6000,19
1462539441857,4,6500,20
1462539441917,54,7000,21.43113553
1462539441977,54,7500,22.6670853
1462539442037,3,8000,23.90303506
1462539442097,43,8500,25.13898482
1462539442157,3,9000,26.37493459
1462539442217,42,3000,27.61088435
1462539442277,23,2000,28.84683412
1462539442337,32,4000,30.08278388
1462539442397,45,4000,31.31873365
1462539442457,56,3000,20
1462539442517,57,2000,23
1462539442577,38,4000,23
1462539442637,23,4000,25
1462539442697,23,4500,25
1462539442757,45,5000,15
1462539442817,3,5500,25
1462539442877,23,6000,25
1462539442937,34,6500,28
1462539442997,34,7000,14
1462539443057,45,7500,24
1462539443117,45,8000,19
1462539443177,4,8500,19
1462539443237,54,9000,20.42307692
1462539443297,54,3000,20.20879121
1462539443357,3,2000,19.99450549
1462539443417,43,4000,19.78021978
1462539443477,3,4000,19.56593407
1462539443537,42,4500,19.35164835
1462539443597,23,5000,19.13736264
1462539443657,32,5500,18.92307692
1462539443717,45,6000,18.70879121
1462539443777,56,6500,18.49450549
1462539443837,57,7000,18.28021978
1462539443897,38,7500,18.06593407
1462539443957,23,8000,17.85164835
1462539444017,23,8500,17.63736264
1462539444077,45,9000,17.42307692
1462539444137,3,3000,17.20879121
1462539444197,23,2000,16.99450549
1462539444257,34,4000,16.78021978
1462539444317,34,4000,16.56593407
1462539444377,45,4500,16.35164835
1462539444437,45,5000,16.13736264
1462539444497,4,5500,15.92307692
1462539444557,54,6000,15.70879121
1462539444617,54,6500,15.49450549
1462539444677,3,7000,15.28021978
1462539444737,43,7500,15.06593407
1462539444797,3,8000,14.85164835
1462539444857,42,8500,14.63736264
1462539444917,23,9000,14.42307692
1462539444977,32,3000,14.20879121
1462539445037,45,2000,17
1462539445097,56,4000,18
1462539445157,57,4000,19
1462539445217,38,4500,20
1462539445277,23,5000,21.43113553
1462539445337,23,5500,22.6670853
1462539445397,45,6000,23.90303506
1462539445457,3,6500,25.13898482
1462539445517,23,7000,26.37493459
1462539445577,34,7500,27.61088435
1462539445637,34,8000,28.84683412
1462539445697,45,8500,30.08278388
1462539445757,45,9000,31.31873365
1462539445817,4,3000,20
1462539445877,54,2000,23
1462539445937,54,4000,23
1462539445997,3,4000,25
1462539446057,43,4500,25
1462539446117,3,5000,15
1462539446177,42,5500,25
1462539446237,23,6000,25
1462539446297,32,6500,28
1462539446357,45,7000,14
1462539446417,56,7500,24
1462539446477,57,8000,19
1462539446537,38,8500,19
1462539446597,23,9000,20.42307692
1462539446657,23,3000,20.20879121
1462539446717,45,2000,19.99450549
1462539446777,3,4000,19.78021978
1462539446837,23,4000,19.56593407
1462539446897,34,4500,19.35164835
1462539446957,34,5000,19.13736264
1462539447017,45,5500,18.92307692
1462539447077,45,6000,18.70879121
1462539447137,4,6500,18.49450549
1462539447197,54,7000,18.28021978
1462539447257,54,7500,18.06593407
1462539447317,3,8000,17.85164835
1462539447377,43,8500,17.63736264
1462539447437,3,9000,17.42307692
1462539447497,42,3000,17.20879121
1462539447557,23,2000,16.99450549
1462539447617,32,4000,16.78021978
1462539447677,45,4000,16.56593407
1462539447737,56,3000,16.35164835
1462539447797,57,2000,16.13736264
1462539447857,38,4000,15.92307692
1462539447917,23,4000,15.70879121
1462539447977,23,4500,15.49450549
1462539448037,45,5000,15.28021978
1462539448097,3,5500,15.06593407
1462539448157,23,6000,14.85164835
1462539448217,34,6500,14.63736264
1462539448277,34,7000,14.42307692
1462539448337,45,7500,14.20879121
1462539448397,45,8000,17
1462539448457,4,8500,18
1462539448517,54,9000,19
1462539448577,54,3000,20
1462539448637,3,2000,21.43113553
1462539448697,43,4000,22.6670853
1462539448757,3,4000,23.90303506
1462539448817,42,4500,25.13898482
1462539448877,23,5000,26.37493459
1462539448937,32,5500,27.61088435
1462539448997,45,6000,28.84683412
1462539449057,56,6500,30.08278388
1462539449117,57,7000,31.31873365
1462539449177,38,7500,20
1462539449237,23,8000,23
1462539449297,23,8500,23
1462539449357,45,9000,25
1462539449417,3,3000,25
1462539449477,23,2000,15
1462539449537,34,4000,25
1462539449597,34,4000,25
1462539449657,45,4500,28
1462539449717,45,5000,14
1462539449777,4,5500,24
1462539449837,54,6000,19
1462539449897,54,6500,19
1462539449957,3,7000,20.42307692
1462539450017,43,7500,20.20879121
1462539450077,3,8000,19.99450549
1462539450137,42,8500,19.78021978
1462539450197,23,9000,19.56593407
1462539450257,32,3000,19.35164835
1462539450317,45,2000,19.13736264
1462539450377,56,4000,18.92307692
1462539450437,57,4000,18.70879121
1462539450497,38,4500,18.49450549
1462539450557,23,5000,18.28021978
1462539450617,23,5500,18.06593407
1462539450677,45,6000,17.85164835
1462539450737,3,6500,17.63736264
1462539450797,23,7000,17.42307692
1462539450857,34,7500,17.20879121
1462539450917,34,8000,16.99450549
1462539450977,45,8500,16.78021978
1462539451037,45,9000,16.56593407
1462539451097,4,3000,16.35164835
1462539451157,54,2000,16.13736264
1462539451217,54,4000,15.92307692
1462539451277,3,4000,15.70879121
1462539451337,43,4500,15.49450549
1462539451397,3,5000,15.28021978
1462539451457,42,5500,15.06593407
1462539451517,23,6000,14.85164835
1462539451577,32,6500,14.63736264
1462539451637,45,7000,14.42307692
1462539451697,56,7500,14.20879121
1462539451757,57,8000,17
1462539451817,38,8500,18
1462539451877,23,9000,19
1462539451937,23,3000,20
1462539451997,45,2000,21.43113553
1462539452057,3,4000,22.6670853
1462539452117,23,4000,23.90303506
1462539452177,34,4500,25.13898482
1462539452237,34,5000,26.37493459
1462539452297,45,5500,27.61088435
1462539452357,45,6000,28.84683412
1462539452417,4,6500,30.08278388
1462539452477,54,7000,31.31873365
1462539452537,54,7500,20
1462539452597,3,8000,23
1462539452657,43,8500,23
1462539452717,3,9000,25
1462539452777,42,3000,25
1462539452837,23,2000,15
1462539452897,32,4000,25
1462539452957,45,4000,25
1462539453017,56,3000,28
1462539453077,57,2000,14
1462539453137,38,4000,24
1462539453197,23,4000,19
1462539453257,23,4500,19
1462539453317,45,5000,20.42307692
1462539453377,3,5500,20.20879121
1462539453437,23,6000,19.99450549
1462539453497,34,6500,19.78021978
1462539453557,34,7000,19.56593407
1462539453617,45,7500,19.35164835
1462539453677,45,8000,19.13736264
1462539453737,4,8500,18.92307692
1462539453797,54,9000,18.70879121
1462539453857,54,3000,18.49450549
1462539453917,3,2000,18.28021978
1462539453977,43,4000,18.06593407
1462539454037,3,4000,17.85164835
1462539454097,42,4500,17.63736264
1462539454157,23,5000,17.42307692
1462539454217,32,5500,17.20879121
1462539454277,45,6000,16.99450549
1462539454337,56,6500,16.78021978
1462539454397,57,7000,16.56593407
1462539454457,38,7500,16.35164835
1462539454517,23,8000,16.13736264
1462539454577,23,8500,15.92307692
1462539454637,45,9000,15.70879121
1462539454697,3,3000,15.49450549
1462539454757,23,2000,15.28021978
1462539454817,34,4000,15.06593407
1462539454877,34,4000,14.85164835
1462539454937,45,4500,14.63736264
1462539454997,45,5000,14.42307692
1462539455057,4,5500,14.20879121
1462539455117,54,6000,17
1462539455177,54,6500,18
1462539455237,3,7000,19
1462539455297,43,7500,20
1462539455357,3,8000,21.43113553
1462539455417,42,8500,22.6670853
1462539455477,23,9000,23.90303506
1462539455537,32,3000,25.13898482
1462539455597,45,2000,26.37493459
1462539455657,56,4000,27.61088435
1462539455717,57,4000,28.84683412
1462539455777,38,4500,30.08278388
1462539455837,23,5000,31.31873365
1462539455897,23,5500,20
1462539455957,45,6000,23
1462539456017,3,6500,23
1462539456077,23,7000,25
1462539456137,34,7500,25
1462539456197,34,8000,15
1462539456257,45,8500,25
1462539456317,45,9000,25
1462539456377,4,3000,28
1462539456437,54,2000,14
1462539456497,54,4000,24
1462539456557,3,4000,19
1462539456617,43,4500,19
1462539456677,3,5000,20.42307692
1462539456737,42,5500,20.20879121
1462539456797,23,6000,19.99450549
1462539456857,32,6500,19.78021978
1462539456917,45,7000,19.56593407
1462539456977,56,7500,19.35164835
1462539457037,57,8000,19.13736264
1462539457097,38,8500,18.92307692
1462539457157,23,9000,18.70879121
1462539457217,23,3000,18.49450549
1462539457277,45,2000,18.28021978
1462539457337,3,4000,18.06593407
1462539457397,23,4000,17.85164835
1462539457457,34,4500,17.63736264
1462539457517,34,5000,17.42307692
1462539457577,45,5500,17.20879121
1462539457637,45,6000,16.99450549
1462539457697,4,6500,16.78021978
1462539457757,54,7000,16.56593407
1462539457817,54,7500,16.35164835
1462539457877,3,8000,16.13736264
1462539457937,43,8500,15.92307692
1462539457997,3,9000,15.70879121
1462539458057,42,3000,15.49450549
1462539458117,23,2000,15.28021978
1462539458177,32,4000,15.06593407
1462539458237,45,4000,14.85164835
1462539458297,56,3000,14.63736264
1462539458357,57,2000,14.42307692
1462539458417,38,4000,14.20879121
1462539458477,23,4000,17
1462539458537,23,4500,18
1462539458597,45,5000,19
1462539458657,3,5500,20
1462539458717,23,6000,21.43113553
1462539458777,34,6500,22.6670853
1462539458837,34,7000,23.90303506
1462539458897,45,7500,25.13898482
1462539458957,45,8000,26.37493459
1462539459017,4,8500,27.61088435
1462539459077,54,9000,28.84683412
1462539459137,54,3000,30.08278388
1462539459197,3,2000,31.31873365
1462539459257,43,4000,20
1462539459317,3,4000,23
1462539459377,42,4500,23
1462539459437,23,5000,25
1462539459497,32,5500,25
1462539459557,45,6000,15
1462539459617,56,6500,25
1462539459677,57,7000,25
1462539459737,38,7500,28
1462539459797,23,8000,14
1462539459857,23,8500,24
1462539459917,45,9000,19
1462539459977,3,3000,19
1462539460037,23,2000,20.42307692
1462539460097,34,4000,20.20879121
1462539460157,34,4000,19.99450549
1462539460217,45,4500,19.78021978
1462539460277,45,5000,19.56593407
1462539460337,4,5500,19.35164835
1462539460397,54,6000,19.13736264
1462539460457,54,6500,18.92307692
1462539460517,3,7000,18.70879121
1462539460577,43,7500,18.49450549
1462539460637,3,8000,18.28021978
1462539460697,42,8500,18.06593407
1462539460757,23,9000,17.85164835
1462539460817,32,3000,17.63736264
1462539460877,45,2000,17.42307692
1462539460937,56,4000,17.20879121
1462539460997,57,4000,16.99450549
1462539461057,38,4500,16.78021978
1462539461117,23,5000,16.56593407
1462539461177,23,5500,16.35164835
1462539461237,45,6000,16.13736264
1462539461297,3,6500,15.92307692
1462539461357,23,7000,15.70879121
1462539461417,34,7500,15.49450549
1462539461477,34,8000,15.28021978
1462539461537,45,8500,15.06593407
1462539461597,45,9000,14.85164835
1462539461657,4,3000,14.63736264
1462539461717,54,2000,14.42307692
1462539461777,54,4000,14.20879121
1462539461837,3,4000,17
1462539461897,43,4500,18
1462539461957,3,5000,19
1462539462017,42,5500,20
1462539462077,23,6000,21.43113553
1462539462137,32,6500,22.6670853
1462539462197,45,7000,23.90303506
1462539462257,56,7500,25.13898482
1462539462317,57,8000,26.37493459
1462539462377,38,8500,27.61088435
1462539462437,23,9000,28.84683412
1462539462497,23,3000,30.08278388
1462539462557,45,2000,31.31873365
1462539462617,3,4000,20
1462539462677,23,4000,23
1462539462737,34,4500,23
1462539462797,34,5000,25
1462539462857,45,5500,25
1462539462917,45,6000,15
1462539462977,4,6500,25
1462539463037,54,7000,25
1462539463097,54,7500,28
1462539463157,3,8000,14
1462539463217,43,8500,24
1462539463277,3,9000,19
1462539463337,42,3000,19
1462539463397,23,2000,20.42307692
1462539463457,32,4000,20.20879121
1462539463517,45,4000,19.99450549
1462539463577,56,3000,19.78021978
1462539463637,57,2000,19.56593407
1462539463697,38,4000,19.35164835
1462539463757,23,4000,19.13736264
1462539463817,23,4500,18.92307692
1462539463877,45,5000,18.70879121
1462539463937,3,5500,18.49450549
1462539463997,23,6000,18.28021978
1462539464057,34,6500,18.06593407
1462539464117,34,7000,17.85164835
1462539464177,45,7500,17.63736264
1462539464237,45,8000,17.42307692
1462539464297,4,8500,17.20879121
1462539464357,54,9000,16.99450549
1462539464417,54,3000,16.78021978
1462539464477,3,2000,16.56593407
1462539464537,43,4000,16.35164835
1462539464597,3,4000,16.13736264
1462539464657,42,4500,15.92307692
1462539464717,23,5000,15.70879121
1462539464777,32,5500,15.49450549
1462539464837,45,6000,15.28021978
1462539464897,56,6500,15.06593407
1462539464957,57,7000,14.85164835
1462539465017,38,7500,14.63736264
1462539465077,23,8000,14.42307692
1462539465137,23,8500,14.20879121
1462539465197,45,9000,17
1462539465257,3,3000,18
1462539465317,23,2000,19
1462539465377,34,4000,20
1462539465437,34,4000,21.43113553
1462539465497,45,4500,22.6670853
1462539465557,45,5000,23.90303506
1462539465617,4,5500,25.13898482
1462539465677,54,6000,26.37493459
1462539465737,54,6500,27.61088435
1462539465797,3,7000,28.84683412
1462539465857,43,7500,30.08278388
1462539465917,3,8000,31.31873365
1462539465977,42,8500,20
1462539466037,23,9000,23
1462539466097,32,3000,23
1462539466157,45,2000,25
1462539466217,56,4000,25
1462539466277,57,4000,15
1462539466337,38,4500,25
1462539466397,23,5000,25
1462539466457,23,5500,28
1462539466517,45,6000,14
1462539466577,3,6500,24
1462539466637,23,7000,19
1462539466697,34,7500,19
1462539466757,34,8000,20.42307692
1462539466817,45,8500,20.20879121
1462539466877,45,9000,19.99450549
1462539466937,4,3000,19.78021978
1462539466997,54,2000,19.56593407
1462539467057,54,4000,19.35164835
1462539467117,3,4000,19.13736264
1462539467177,43,4500,18.92307692
1462539467237,3,5000,18.70879121
1462539467297,42,5500,18.49450549
1462539467357,23,6000,18.28021978
1462539467417,32,6500,18.06593407
1462539467477,45,7000,17.85164835
1462539467537,56,7500,17.63736264
1462539467597,57,8000,17.42307692
1462539467657,38,8500,17.20879121
1462539467717,23,9000,16.99450549
1462539467777,23,3000,16.78021978
1462539467837,45,2000,16.56593407
1462539467897,3,4000,16.35164835
1462539467957,23,4000,16.13736264
1462539468017,34,4500,15.92307692
1462539468077,34,5000,15.70879121
1462539468137,45,5500,15.49450549
1462539468197,45,6000,15.28021978
1462539468257,4,6500,15.06593407
1462539468317,54,7000,14.85164835
1462539468377,54,7500,14.63736264
1462539468437,3,8000,14.42307692
1462539468497,43,8500,14.20879121
1462539468557,3,9000,17
1462539468617,42,3000,18
1462539468677,23,2000,19
1462539468737,32,4000,20
1462539468797,45,4000,21.43113553
1462539468857,56,3000,22.6670853
1462539468917,57,2000,23.90303506
1462539468977,38,4000,25.13898482
1462539469037,23,4000,26.37493459
1462539469097,23,4500,27.61088435
1462539469157,45,5000,28.84683412
1462539469217,3,5500,30.08278388
1462539469277,23,6000,31.31873365
1462539469337,34,6500,20
1462539469397,34,7000,23
1462539469457,45,7500,23
1462539469517,45,8000,25
1462539469577,4,8500,25
1462539469637,54,9000,15
1462539469697,54,3000,25
1462539469757,3,2000,25
1462539469817,43,4000,28
1462539469877,3,4000,14
1462539469937,42,4500,24
1462539469997,23,5000,19
1462539470057,32,5500,19
1462539470117,45,6000,20.42307692
1462539470177,56,6500,20.20879121
1462539470237,57,7000,19.99450549
1462539470297,38,7500,19.78021978
1462539470357,23,8000,19.56593407
1462539470417,23,8500,19.35164835
1462539470477,45,9000,19.13736264
1462539470537,3,3000,18.92307692
1462539470597,23,2000,18.70879121
1462539470657,34,4000,18.49450549
1462539470717,34,4000,18.28021978
1462539470777,45,4500,18.06593407
1462539470837,45,5000,17.85164835
1462539470897,4,5500,17.63736264
1462539470957,54,6000,17.42307692
1462539471017,54,6500,17.20879121
1462539471077,3,7000,16.99450549
1462539471137,43,7500,16.78021978
1462539471197,3,8000,16.56593407
1462539471257,42,8500,16.35164835
1462539471317,23,9000,16.13736264
1462539471377,32,3000,15.92307692
1462539471437,45,2000,15.70879121
1462539471497,56,4000,15.49450549
1462539471557,57,4000,15.28021978
1462539471617,38,4500,15.06593407
1462539471677,23,5000,14.85164835
1462539471737,23,5500,14.63736264
1462539471797,45,6000,14.42307692
1462539471857,3,6500,14.20879121
1462539471917,23,7000,17
1462539471977,34,7500,18
1462539472037,34,8000,19
1462539472097,45,8500,20
1462539472157,45,9000,21.43113553
1462539472217,4,3000,22.6670853
1462539472277,54,2000,23.90303506
1462539472337,54,4000,25.13898482
1462539472397,3,4000,26.37493459
1462539472457,43,4500,27.61088435
1462539472517,3,5000,28.84683412
1462539472577,42,5500,30.08278388
1462539472637,23,6000,31.31873365
1462539472697,32,6500,20
1462539472757,45,7000,23
1462539472817,56,7500,23
1462539472877,57,8000,25
1462539472937,38,8500,25
1462539472997,23,9000,15
1462539473057,23,3000,25
1462539473117,45,2000,25
1462539473177,3,4000,28
1462539473237,23,4000,14
1462539473297,34,4500,24
1462539473357,34,5000,19
1462539473417,45,5500,19
1462539473477,45,6000,20.42307692
1462539473537,4,6500,20.20879121
1462539473597,54,7000,19.99450549
1462539473657,54,7500,19.78021978
1462539473717,3,8000,19.56593407
1462539473777,43,8500,19.35164835
1462539473837,3,9000,19.13736264
1462539473897,42,3000,18.92307692
1462539473957,23,2000,18.70879121
1462539474017,32,4000,18.49450549
1462539474077,45,4000,18.28021978
1462539474137,56,3000,18.06593407
1462539474197,57,2000,17.85164835
1462539474257,38,4000,17.63736264
1462539474317,23,4000,17.42307692
1462539474377,23,4500,17.20879121
1462539474437,45,5000,16.99450549
1462539474497,3,5500,16.78021978
1462539474557,23,6000,16.56593407
1462539474617,34,6500,16.35164835
1462539474677,34,7000,16.13736264
1462539474737,45,7500,15.92307692
1462539474797,45,8000,15.70879121
1462539474857,4,8500,15.49450549
1462539474917,54,9000,15.28021978
1462539474977,54,3000,15.06593407
1462539475037,3,2000,14.85164835
1462539475097,43,4000,14.63736264
1462539475157,3,4000,14.42307692
1462539475217,42,4500,14.20879121
1462539475277,23,5000,17
1462539475337,32,5500,18
1462539475397,45,6000,19
1462539475457,56,6500,20
1462539475517,57,7000,21.43113553
1462539475577,38,7500,22.6670853
1462539475637,23,8000,23.90303506
1462539475697,23,8500,25.13898482
1462539475757,45,9000,26.37493459
1462539475817,3,3000,27.61088435
1462539475877,23,2000,28.84683412
1462539475937,34,4000,30.08278388
1462539475997,34,4000,31.31873365
1462539476057,45,4500,20
1462539476117,45,5000,23
1462539476177,4,5500,23
1462539476237,54,6000,25
1462539476297,54,6500,25
1462539476357,3,7000,15
1462539476417,43,7500,25
1462539476477,3,8000,25
1462539476537,42,8500,28
1462539476597,23,9000,14
1462539476657,32,3000,24
1462539476717,45,2000,19
1462539476777,56,4000,19
1462539476837,57,4000,20.42307692
1462539476897,38,4500,20.20879121
1462539476957,23,5000,19.99450549
1462539477017,23,5500,19.78021978
1462539477077,45,6000,19.56593407
1462539477137,3,6500,19.35164835
1462539477197,23,7000,19.13736264
1462539477257,34,7500,18.92307692
1462539477317,34,8000,18.70879121
1462539477377,45,8500,18.49450549
1462539477437,45,9000,18.28021978
1462539477497,4,3000,18.06593407
1462539477557,54,2000,17.85164835
1462539477617,54,4000,17.63736264
1462539477677,3,4000,17.42307692
1462539477737,43,4500,17.20879121
1462539477797,3,5000,16.99450549
1462539477857,42,5500,16.78021978
1462539477917,23,6000,16.56593407
1462539477977,32,6500,16.35164835
1462539478037,45,7000,16.13736264
1462539478097,56,7500,15.92307692
1462539478157,57,8000,15.70879121
1462539478217,38,8500,15.49450549
1462539478277,23,9000,15.28021978
1462539478337,23,3000,15.06593407
1462539478397,45,2000,14.85164835
1462539478457,3,4000,14.63736264
1462539478517,23,4000,14.42307692
1462539478577,34,4500,14.20879121
1462539478637,34,5000,17
1462539478697,45,5500,18
1462539478757,45,6000,19
1462539478817,4,6500,20
1462539478877,54,7000,21.43113553
1462539478937,54,7500,22.6670853
1462539478997,3,8000,23.90303506
1462539479057,43,8500,25.13898482
1462539479117,3,9000,26.37493459
1462539479177,42,3000,27.61088435
1462539479237,23,2000,28.84683412
1462539479297,32,4000,30.08278388
1462539479357,45,4000,31.31873365
1462539479417,56,3000,20
1462539479477,57,2000,23
1462539479537,38,4000,23
1462539479597,23,4000,25
1462539479657,23,4500,25
1462539479717,45,5000,15
1462539479777,3,5500,25
1462539479837,23,6000,25
1462539479897,34,6500,28
1462539479957,34,7000,14
1462539480017,45,7500,24
1462539480077,45,8000,19
1462539480137,4,8500,19
1462539480197,54,9000,20.42307692
1462539480257,54,3000,20.20879121
1462539480317,3,2000,19.99450549
1462539480377,43,4000,19.78021978
1462539480437,3,4000,19.56593407
1462539480497,42,4500,19.35164835
1462539480557,23,5000,19.13736264
1462539480617,32,5500,18.92307692
1462539480677,45,6000,18.70879121
1462539480737,56,6500,18.49450549
1462539480797,57,7000,18.28021978
1462539480857,38,7500,18.06593407
1462539480917,23,8000,17.85164835
1462539480977,23,8500,17.63736264
1462539481037,45,9000,17.42307692
1462539481097,3,3000,17.20879121
1462539481157,23,2000,16.99450549
1462539481217,34,4000,16.78021978
1462539481277,34,4000,16.56593407
1462539481337,45,4500,16.35164835
1462539481397,45,5000,16.13736264
1462539481457,4,5500,15.92307692
1462539481517,54,6000,15.70879121
1462539481577,54,6500,15.49450549
1462539481637,3,7000,15.28021978
1462539481697,43,7500,15.06593407
1462539481757,3,8000,14.85164835
1462539481817,42,8500,14.63736264
1462539481877,23,9000,14.42307692
1462539481937,32,3000,14.20879121
1462539481997,45,2000,17
1462539482057,56,4000,18
1462539482117,57,4000,19
1462539482177,38,4500,20
1462539482237,23,5000,21.43113553
1462539482297,23,5500,22.6670853
1462539482357,45,6000,23.90303506
1462539482417,3,6500,25.13898482
1462539482477,23,7000,26.37493459
1462539482537,34,7500,27.61088435
1462539482597,34,8000,28.84683412
1462539482657,45,8500,30.08278388
1462539482717,45,9000,31.31873365
1462539482777,4,3000,20
1462539482837,54,2000,23
1462539482897,54,4000,23
1462539482957,3,4000,25
1462539483017,43,4500,25
1462539483077,3,5000,15
1462539483137,42,5500,25
1462539483197,23,6000,25
1462539483257,32,6500,28
1462539483317,45,7000,14
1462539483377,56,7500,24
1462539483437,57,8000,19
1462539483497,38,8500,19
1462539483557,23,9000,20.42307692
1462539483617,23,3000,20.20879121
1462539483677,45,2000,19.99450549
1462539483737,3,4000,19.78021978
1462539483797,23,4000,19.56593407
1462539483857,34,4500,19.35164835
1462539483917,34,5000,19.13736264
1462539483977,45,5500,18.92307692
1462539484037,45,6000,18.70879121
1462539484097,4,6500,18.49450549
1462539484157,54,7000,18.28021978
1462539484217,54,7500,18.06593407
1462539484277,3,8000,17.85164835
1462539484337,43,8500,17.63736264
1462539484397,3,9000,17.42307692
1462539484457,42,3000,17.20879121
1462539484517,23,2000,16.99450549
1462539484577,32,4000,16.78021978
1462539484637,45,4000,16.56593407
1462539484697,56,3000,16.35164835
1462539484757,57,2000,16.13736264
1462539484817,38,4000,15.92307692
1462539484877,23,4000,15.70879121
1462539484937,23,4500,15.49450549
1462539484997,45,5000,15.28021978
1462539485057,3,5500,15.06593407
1462539485117,23,6000,14.85164835
1462539485177,34,6500,14.63736264
1462539485237,34,7000,14.42307692
1462539485297,45,7500,14.20879121
1462539485357,45,8000,17
1462539485417,4,8500,18
1462539485477,54,9000,19
1462539485537,54,3000,20
1462539485597,3,2000,21.43113553
1462539485657,43,4000,22.6670853
1462539485717,3,4000,23.90303506
1462539485777,42,4500,25.13898482
1462539485837,23,5000,26.37493459
1462539485897,32,5500,27.61088435
1462539485957,45,6000,28.84683412
1462539486017,56,6500,30.08278388
1462539486077,57,7000,31.31873365
1462539486137,38,7500,20
1462539486197,23,8000,23
1462539486257,23,8500,23
1462539486317,45,9000,25
1462539486377,3,3000,25
1462539486437,23,2000,15
1462539486497,34,4000,25
1462539486557,34,4000,25
1462539486617,45,4500,28
1462539486677,45,5000,14
1462539486737,4,5500,24
1462539486797,54,6000,19
1462539486857,54,6500,19
1462539486917,3,7000,20.42307692
1462539486977,43,7500,20.20879121
1462539487037,3,8000,19.99450549
1462539487097,42,8500,19.78021978
1462539487157,23,9000,19.56593407
1462539487217,32,3000,19.35164835
1462539487277,45,2000,19.13736264
1462539487337,56,4000,18.92307692
1462539487397,57,4000,18.70879121
1462539487457,38,4500,18.49450549
1462539487517,23,5000,18.28021978
1462539487577,23,5500,18.06593407
1462539487637,45,6000,17.85164835
1462539487697,3,6500,17.63736264
1462539487757,23,7000,17.42307692
1462539487817,34,7500,17.20879121
1462539487877,34,8000,16.99450549
1462539487937,45,8500,16.78021978
1462539487997,45,9000,16.56593407
1462539488057,4,3000,16.35164835
1462539488117,54,2000,16.13736264
1462539488177,54,4000,15.92307692
1462539488237,3,4000,15.70879121
1462539488297,43,4500,15.49450549
1462539488357,3,5000,15.28021978
1462539488417,42,5500,15.06593407
1462539488477,23,6000,14.85164835
1462539488537,32,6500,14.63736264
1462539488597,45,7000,14.42307692
1462539488657,56,7500,14.20879121
1462539488717,57,8000,17
1462539488777,38,8500,18
1462539488837,23,9000,19
1462539488897,23,3000,20
1462539488957,45,2000,21.43113553
1462539489017,3,4000,22.6670853
1462539489077,23,4000,23.90303506
1462539489137,34,4500,25.13898482
1462539489197,34,5000,26.37493459
1462539489257,45,5500,27.61088435
1462539489317,45,6000,28.84683412
1462539489377,4,6500,30.08278388
1462539489437,54,7000,31.31873365
1462539489497,54,7500,20
1462539489557,3,8000,23
1462539489617,43,8500,23
1462539489677,3,9000,25
1462539489737,42,3000,25
1462539489797,23,2000,15
1462539489857,32,4000,25
1462539489917,45,4000,25
1462539489977,56,3000,28
1462539490037,57,2000,14
1462539490097,38,4000,24
1462539490157,23,4000,19
1462539490217,23,4500,19
1462539490277,45,5000,20.42307692
1462539490337,3,5500,20.20879121
1462539490397,23,6000,19.99450549
1462539490457,34,6500,19.78021978
1462539490517,34,7000,19.56593407
1462539490577,45,7500,19.35164835
1462539490637,45,8000,19.13736264
1462539490697,4,8500,18.92307692
1462539490757,54,9000,18.70879121
1462539490817,54,3000,18.49450549
1462539490877,3,2000,18.28021978
